team_id,game_date,vsteam_id,outcome,total_points,total_rebounds,total_assists,total_blocks,total_steals,total_turnovers
DAL ,2016-10-01, NOP,L,102,36,23,5,9,9
GSW ,2016-10-01, TOR,L,93,42,19,7,15,21
NOP ,2016-10-01, DAL,W,116,44,29,6,3,16
TOR ,2016-10-01, GSW,W,97,58,14,7,14,23
HOU ,2016-10-02, SDS,W,131,52,34,7,12,9
CHA ,2016-10-03, DAL,L,88,48,14,2,3,13
CHI ,2016-10-03, MIL,L,91,48,22,7,9,22
DAL ,2016-10-03, CHA,W,95,49,21,3,7,12
DEN ,2016-10-03, TOR,W,108,45,24,7,6,16
MEM ,2016-10-03, ORL,W,102,38,19,1,11,13
MIL ,2016-10-03, CHI,W,93,45,20,6,12,16
OKC ,2016-10-03, RMD,L,137,36,22,2,13,15
ORL ,2016-10-03, MEM,L,97,37,19,0,6,23
PHX ,2016-10-03, SAS,W,91,48,16,10,13,28
SAS ,2016-10-03, PHX,L,86,41,17,8,15,30
TOR ,2016-10-03, DEN,L,106,43,15,5,10,11
BOS ,2016-10-04, PHI,L,89,43,23,4,11,16
GSW ,2016-10-04, LAC,W,120,47,29,6,12,18
HOU ,2016-10-04, NYK,W,130,51,27,6,8,22
IND ,2016-10-04, NOP,W,113,59,25,3,8,11
LAC ,2016-10-04, GSW,L,75,35,17,1,9,21
LAL ,2016-10-04, SAC,W,103,52,19,7,10,20
NOP ,2016-10-04, IND,L,96,44,24,4,5,13
NYK ,2016-10-04, HOU,L,103,34,23,5,9,13
PHI ,2016-10-04, BOS,W,92,47,23,5,10,22
SAC ,2016-10-04, LAL,L,84,38,16,3,9,18
WAS ,2016-10-04, MIA,L,95,40,21,0,7,10
CLE ,2016-10-05, ORL,W,117,42,30,4,10,13
LAC ,2016-10-05, TOR,W,104,46,28,4,9,26
OKC ,2016-10-05, FCB,W,92,35,17,5,11,25
ORL ,2016-10-05, CLE,L,102,37,23,3,8,17
PHX ,2016-10-05, UTA,L,99,47,16,7,9,17
TOR ,2016-10-05, LAC,L,98,32,13,5,19,15
UTA ,2016-10-05, PHX,W,104,44,19,10,9,22
ATL ,2016-10-06, MEM,W,104,53,28,4,7,14
BKN ,2016-10-06, DET,W,101,37,21,1,10,15
BOS ,2016-10-06, CHA,W,107,49,21,3,9,14
CHA ,2016-10-06, BOS,L,92,41,24,3,5,15
DET ,2016-10-06, BKN,L,94,52,21,3,7,23
GSW ,2016-10-06, SAC,W,105,45,22,6,12,23
IND ,2016-10-06, CHI,W,115,55,26,4,9,20
MEM ,2016-10-06, ATL,L,83,36,16,8,7,10
PHI ,2016-10-06, WAS,L,119,45,25,6,7,22
SAC ,2016-10-06, GSW,L,96,43,24,2,17,21
WAS ,2016-10-06, PHI,W,125,45,30,1,13,13
DEN ,2016-10-07, LAL,W,101,60,25,5,13,18
LAL ,2016-10-07, DEN,L,97,47,21,3,12,18
PHX ,2016-10-07, POR,L,110,48,22,3,11,13
POR ,2016-10-07, PHX,W,115,56,16,4,6,14
ATL ,2016-10-08, SAS,L,91,39,27,2,9,17
BKN ,2016-10-08, NYK,L,98,42,13,0,8,18
BOS ,2016-10-08, CHA,W,104,35,23,6,10,12
CHA ,2016-10-08, BOS,L,86,50,18,6,7,19
CHI ,2016-10-08, IND,W,121,44,25,2,10,18
CLE ,2016-10-08, PHI,W,108,41,29,7,6,11
DAL ,2016-10-08, MIL,L,74,50,16,5,8,18
IND ,2016-10-08, CHI,L,105,37,27,5,9,15
MIL ,2016-10-08, DAL,W,88,47,19,5,9,19
MIN ,2016-10-08, MIA,W,109,51,18,9,8,14
NYK ,2016-10-08, BKN,W,116,39,26,3,12,15
PHI ,2016-10-08, CLE,L,105,50,26,9,8,11
SAS ,2016-10-08, ATL,W,102,41,24,4,10,13
DEN ,2016-10-09, LAL,L,115,54,21,4,5,20
HOU ,2016-10-09, NOP,W,123,45,26,8,6,16
LAL ,2016-10-09, DEN,W,124,29,18,4,13,9
NOP ,2016-10-09, HOU,L,117,46,27,5,8,14
ATL ,2016-10-10, CLE,W,99,45,22,5,9,17
CHA ,2016-10-10, MIN,W,98,51,23,9,7,16
CLE ,2016-10-10, ATL,L,93,42,19,3,7,18
DET ,2016-10-10, SAS,L,81,40,20,3,10,14
LAC ,2016-10-10, UTA,L,94,30,18,5,8,14
MIN ,2016-10-10, CHA,L,86,50,16,5,11,13
NYK ,2016-10-10, WAS,W,90,41,20,4,11,20
SAC ,2016-10-10, MAC,W,135,42,30,6,15,19
SAS ,2016-10-10, DET,W,86,47,21,3,10,17
UTA ,2016-10-10, LAC,W,96,51,12,4,9,21
WAS ,2016-10-10, NYK,L,88,48,15,5,12,21
BKN ,2016-10-11, MIA,L,100,37,20,1,5,12
DAL ,2016-10-11, OKC,W,114,52,25,4,7,15
LAL ,2016-10-11, POR,L,106,46,19,6,7,13
MEM ,2016-10-11, PHI,W,121,50,26,8,13,15
OKC ,2016-10-11, DAL,L,109,54,24,4,8,15
PHI ,2016-10-11, MEM,L,91,44,17,9,9,23
POR ,2016-10-11, LAL,W,109,54,23,6,8,20
DEN ,2016-10-12, MIN,L,88,45,19,3,7,25
HOU ,2016-10-12, NOP,W,116,48,22,5,7,11
IND ,2016-10-12, MIL,W,101,52,19,6,5,10
MIL ,2016-10-12, IND,L,83,47,12,4,5,15
MIN ,2016-10-12, DEN,W,105,42,22,6,14,16
NOP ,2016-10-12, HOU,L,104,42,27,4,6,15
ORL ,2016-10-12, SAS,L,89,51,17,8,7,23
PHX ,2016-10-12, UTA,W,111,39,16,3,11,20
SAS ,2016-10-12, ORL,W,95,42,22,4,16,14
UTA ,2016-10-12, PHX,L,110,42,16,5,8,20
ATL ,2016-10-13, DET,L,94,40,25,6,8,19
BKN ,2016-10-13, BOS,L,97,49,23,2,7,18
BOS ,2016-10-13, BKN,W,100,50,24,7,10,16
CLE ,2016-10-13, TOR,L,94,33,24,1,9,21
DET ,2016-10-13, ATL,W,99,45,22,4,7,19
LAC ,2016-10-13, POR,W,109,42,24,5,7,11
LAL ,2016-10-13, SAC,L,104,31,31,0,6,12
MEM ,2016-10-13, OKC,W,110,36,16,1,11,11
OKC ,2016-10-13, MEM,L,94,46,15,6,3,28
PHI ,2016-10-13, WAS,L,79,54,12,4,4,22
POR ,2016-10-13, LAC,L,108,44,23,0,5,18
SAC ,2016-10-13, LAL,W,116,37,31,6,7,17
TOR ,2016-10-13, CLE,W,119,39,31,5,13,16
WAS ,2016-10-13, PHI,W,100,47,22,3,12,7
CHI ,2016-10-14, CLE,W,118,60,28,6,3,22
CLE ,2016-10-14, CHI,L,108,26,22,5,10,9
DAL ,2016-10-14, PHX,L,107,56,16,8,6,18
DEN ,2016-10-14, GSW,L,128,60,28,3,9,16
GSW ,2016-10-14, DEN,W,129,52,27,11,10,16
IND ,2016-10-14, ORL,L,106,38,22,4,12,13
ORL ,2016-10-14, IND,W,114,51,24,3,12,25
PHX ,2016-10-14, DAL,W,112,46,21,6,10,12
SAS ,2016-10-14, MIA,L,100,47,20,4,8,19
TOR ,2016-10-14, SLA,W,122,33,22,4,7,8
BOS ,2016-10-15, NYK,W,119,29,25,3,13,15
CHI ,2016-10-15, MIL,W,107,48,26,7,5,14
DET ,2016-10-15, PHI,W,97,44,21,2,14,16
GSW ,2016-10-15, LAL,W,112,43,29,6,9,19
HOU ,2016-10-15, MEM,L,125,60,27,5,6,24
LAL ,2016-10-15, GSW,L,107,38,21,4,11,16
MEM ,2016-10-15, HOU,W,134,50,30,7,16,15
MIL ,2016-10-15, CHI,L,86,34,25,5,8,12
MIN ,2016-10-15, MIA,W,101,51,16,4,6,20
NYK ,2016-10-15, BOS,L,107,47,26,1,9,20
PHI ,2016-10-15, DET,L,76,38,16,4,10,24
SAC ,2016-10-15, WAS,W,124,40,26,5,12,27
WAS ,2016-10-15, SAC,L,119,32,24,1,21,16
ATL ,2016-10-16, ORL,W,105,49,24,11,6,9
DEN ,2016-10-16, POR,W,106,49,21,2,10,10
MIN ,2016-10-16, OKC,L,94,37,17,7,7,17
OKC ,2016-10-16, MIN,W,112,47,23,4,10,19
ORL ,2016-10-16, ATL,L,98,46,19,10,6,13
POR ,2016-10-16, DEN,L,97,52,19,3,6,15
BKN ,2016-10-17, BOS,L,99,34,25,4,15,19
BOS ,2016-10-17, BKN,W,120,55,25,4,13,24
CHA ,2016-10-17, CHI,W,108,54,24,5,10,9
CHI ,2016-10-17, CHA,L,104,57,26,14,4,17
DET ,2016-10-17, MIL,W,102,49,23,3,8,14
LAC ,2016-10-17, UTA,L,78,37,15,3,8,17
MIL ,2016-10-17, DET,L,78,39,14,3,10,13
UTA ,2016-10-17, LAC,W,104,43,23,4,11,16
ATL ,2016-10-18, NOP,W,96,53,25,7,8,18
CLE ,2016-10-18, WAS,L,91,46,24,5,9,19
DEN ,2016-10-18, OKC,L,87,49,15,5,9,16
LAC ,2016-10-18, SAC,W,92,36,27,2,8,18
NOP ,2016-10-18, ATL,L,89,44,20,3,11,17
OKC ,2016-10-18, DEN,W,97,50,25,5,9,15
ORL ,2016-10-18, MIA,L,77,42,13,3,6,15
SAC ,2016-10-18, LAC,L,89,49,22,2,14,22
WAS ,2016-10-18, CLE,W,96,47,20,3,12,15
BOS ,2016-10-19, NYK,L,96,41,19,4,3,23
DAL ,2016-10-19, HOU,L,91,42,20,5,6,15
DET ,2016-10-19, TOR,L,92,37,20,5,3,13
GSW ,2016-10-19, LAL,W,123,44,34,8,12,14
HOU ,2016-10-19, DAL,W,106,54,18,3,8,13
IND ,2016-10-19, MIL,L,103,34,26,7,14,11
LAL ,2016-10-19, GSW,L,112,45,28,3,9,21
MEM ,2016-10-19, MIN,L,94,45,14,3,13,21
MIL ,2016-10-19, IND,W,111,50,25,6,8,23
MIN ,2016-10-19, MEM,W,101,43,18,8,12,21
NYK ,2016-10-19, BOS,W,121,50,33,6,17,13
POR ,2016-10-19, UTA,W,88,47,17,4,4,16
TOR ,2016-10-19, DET,W,103,47,20,4,6,12
UTA ,2016-10-19, POR,L,84,38,20,5,10,9
ATL ,2016-10-20, CHI,W,97,55,33,5,5,18
BKN ,2016-10-20, NYK,L,111,36,28,2,11,24
CHA ,2016-10-20, MIA,W,96,49,22,4,9,16
CHI ,2016-10-20, ATL,L,81,45,24,9,8,10
NOP ,2016-10-20, ORL,L,111,51,23,4,6,19
NYK ,2016-10-20, BKN,W,116,46,28,7,14,24
ORL ,2016-10-20, NOP,W,114,46,27,5,10,14
CHA ,2016-10-21, MIN,L,74,37,8,6,9,17
DAL ,2016-10-21, DEN,L,75,28,17,3,5,16
DEN ,2016-10-21, DAL,W,101,49,26,4,5,21
GSW ,2016-10-21, POR,W,107,51,27,8,5,14
HOU ,2016-10-21, SAS,L,99,46,20,4,8,12
LAL ,2016-10-21, PHX,L,94,49,20,3,11,23
MIN ,2016-10-21, CHA,W,109,56,21,8,13,19
PHI ,2016-10-21, MIA,W,113,40,13,3,9,14
PHX ,2016-10-21, LAL,W,98,55,17,2,14,20
POR ,2016-10-21, GSW,L,96,45,23,1,8,14
SAS ,2016-10-21, HOU,W,114,48,31,9,7,13
TOR ,2016-10-21, WAS,L,82,36,8,4,9,14
WAS ,2016-10-21, TOR,W,119,50,33,8,7,17
CLE ,2016-10-25, NYK,W,117,51,31,5,12,14
GSW ,2016-10-25, SAS,L,100,35,24,6,11,16
NYK ,2016-10-25, CLE,L,88,42,17,6,6,18
POR ,2016-10-25, UTA,W,113,34,22,3,5,12
SAS ,2016-10-25, GSW,W,129,55,25,3,13,13
UTA ,2016-10-25, POR,L,104,31,19,5,9,11
BKN ,2016-10-26, BOS,L,117,44,22,3,8,16
BOS ,2016-10-26, BKN,W,122,47,36,9,13,19
CHA ,2016-10-26, MIL,W,107,51,27,10,5,10
DAL ,2016-10-26, IND,L,121,49,26,8,8,15
DEN ,2016-10-26, NOP,W,107,58,18,4,7,24
DET ,2016-10-26, TOR,L,91,40,17,0,8,13
HOU ,2016-10-26, LAL,L,114,39,29,1,10,14
IND ,2016-10-26, DAL,W,130,52,30,6,11,16
LAL ,2016-10-26, HOU,W,120,39,21,4,10,15
MEM ,2016-10-26, MIN,W,102,45,19,11,6,13
MIL ,2016-10-26, CHA,L,96,46,23,5,4,8
MIN ,2016-10-26, MEM,L,98,45,20,5,6,10
NOP ,2016-10-26, DEN,L,102,33,31,5,16,11
OKC ,2016-10-26, PHI,W,103,53,19,3,7,10
ORL ,2016-10-26, MIA,L,96,45,20,4,5,11
PHI ,2016-10-26, OKC,L,97,43,21,10,5,13
PHX ,2016-10-26, SAC,L,94,41,20,3,6,18
SAC ,2016-10-26, PHX,W,113,41,24,5,5,13
TOR ,2016-10-26, DET,W,109,51,17,0,8,11
ATL ,2016-10-27, WAS,W,114,52,28,7,13,21
BOS ,2016-10-27, CHI,L,99,36,22,6,6,11
CHI ,2016-10-27, BOS,W,105,55,25,1,5,12
LAC ,2016-10-27, POR,W,114,48,12,4,10,7
POR ,2016-10-27, LAC,L,106,48,18,4,4,14
SAC ,2016-10-27, SAS,L,94,40,22,0,7,15
SAS ,2016-10-27, SAC,W,102,40,23,8,10,9
WAS ,2016-10-27, ATL,L,99,40,25,4,14,19
BKN ,2016-10-28, IND,W,103,52,20,4,6,16
CHA ,2016-10-28, MIA,W,97,49,20,9,10,8
CLE ,2016-10-28, TOR,W,94,40,20,3,8,17
DAL ,2016-10-28, HOU,L,98,34,13,2,11,9
DET ,2016-10-28, ORL,W,108,53,27,4,8,12
GSW ,2016-10-28, NOP,W,122,49,32,2,8,14
HOU ,2016-10-28, DAL,W,106,41,21,1,6,18
IND ,2016-10-28, BKN,L,94,49,22,6,7,13
LAL ,2016-10-28, UTA,L,89,43,16,7,6,14
NOP ,2016-10-28, GSW,L,114,49,29,5,8,13
OKC ,2016-10-28, PHX,W,113,57,13,3,11,22
ORL ,2016-10-28, DET,L,82,44,20,3,8,9
PHX ,2016-10-28, OKC,L,110,44,15,3,11,15
TOR ,2016-10-28, CLE,L,91,51,12,3,9,18
UTA ,2016-10-28, LAL,W,96,47,14,7,4,14
ATL ,2016-10-29, PHI,W,104,47,31,7,11,12
BKN ,2016-10-29, MIL,L,108,45,23,6,12,18
BOS ,2016-10-29, CHA,W,104,42,25,6,4,13
CHA ,2016-10-29, BOS,L,98,38,22,6,8,8
CHI ,2016-10-29, IND,W,118,47,34,6,8,12
CLE ,2016-10-29, ORL,W,105,40,17,6,8,9
DEN ,2016-10-29, POR,L,113,61,19,5,10,17
IND ,2016-10-29, CHI,L,101,33,34,7,8,13
MEM ,2016-10-29, NYK,L,104,40,19,2,3,12
MIL ,2016-10-29, BKN,W,110,44,25,5,14,14
MIN ,2016-10-29, SAC,L,103,36,19,5,6,11
NOP ,2016-10-29, SAS,L,79,45,14,5,6,9
NYK ,2016-10-29, MEM,W,111,41,24,4,4,12
ORL ,2016-10-29, CLE,L,99,50,21,5,6,20
PHI ,2016-10-29, ATL,L,72,39,16,5,9,20
POR ,2016-10-29, DEN,W,115,45,23,8,10,15
SAC ,2016-10-29, MIN,W,106,31,24,5,6,13
SAS ,2016-10-29, NOP,W,98,50,21,7,6,9
DAL ,2016-10-30, HOU,L,92,43,17,3,8,9
DET ,2016-10-30, MIL,W,98,58,23,4,8,15
GSW ,2016-10-30, PHX,W,106,43,27,5,6,15
HOU ,2016-10-30, DAL,W,93,47,16,4,5,17
LAC ,2016-10-30, UTA,W,88,49,17,4,8,13
LAL ,2016-10-30, OKC,L,96,41,20,2,15,21
MEM ,2016-10-30, WAS,W,112,47,24,2,9,14
MIL ,2016-10-30, DET,L,83,40,22,4,10,12
OKC ,2016-10-30, LAL,W,113,45,29,6,15,19
PHX ,2016-10-30, GSW,L,100,50,19,6,10,11
SAS ,2016-10-30, MIA,W,106,44,20,5,4,15
UTA ,2016-10-30, LAC,L,75,43,18,2,8,18
WAS ,2016-10-30, MEM,L,103,40,19,4,8,14
ATL ,2016-10-31, SAC,W,106,43,24,6,11,13
BKN ,2016-10-31, CHI,L,88,45,14,3,12,15
CHI ,2016-10-31, BKN,W,118,58,26,9,9,19
DEN ,2016-10-31, TOR,L,102,46,14,9,2,8
LAC ,2016-10-31, PHX,W,116,44,21,4,8,16
PHX ,2016-10-31, LAC,L,98,44,19,0,11,20
SAC ,2016-10-31, ATL,L,95,38,26,6,10,19
TOR ,2016-10-31, DEN,W,105,43,16,9,7,7
CLE ,2016-11-01, HOU,W,128,46,22,2,4,11
DET ,2016-11-01, NYK,W,102,48,19,5,7,10
GSW ,2016-11-01, POR,W,127,45,36,4,14,16
HOU ,2016-11-01, CLE,L,120,32,30,2,5,7
IND ,2016-11-01, LAL,W,115,43,19,8,10,15
LAL ,2016-11-01, IND,L,108,44,14,2,8,19
MEM ,2016-11-01, MIN,L,80,32,10,4,17,20
MIL ,2016-11-01, NOP,W,117,49,30,5,9,15
MIN ,2016-11-01, MEM,W,116,50,29,5,10,21
NOP ,2016-11-01, MIL,L,113,42,23,5,13,13
NYK ,2016-11-01, DET,L,89,43,18,9,6,11
ORL ,2016-11-01, PHI,W,103,39,29,6,7,10
PHI ,2016-11-01, ORL,L,101,42,28,8,5,15
POR ,2016-11-01, GSW,L,104,32,23,4,12,18
SAC ,2016-11-01, MIA,L,96,53,12,4,4,15
SAS ,2016-11-01, UTA,L,91,34,19,5,6,9
UTA ,2016-11-01, SAS,W,106,39,22,8,5,10
ATL ,2016-11-02, LAL,L,116,37,30,1,10,18
BKN ,2016-11-02, DET,W,109,45,27,3,10,19
BOS ,2016-11-02, CHI,W,107,39,28,4,10,12
CHA ,2016-11-02, PHI,W,109,44,25,3,8,15
CHI ,2016-11-02, BOS,L,100,49,21,7,7,19
DAL ,2016-11-02, UTA,L,81,36,18,4,4,12
DET ,2016-11-02, BKN,L,101,38,21,6,11,13
HOU ,2016-11-02, NYK,W,118,54,25,8,12,19
LAC ,2016-11-02, OKC,L,83,41,22,5,13,17
LAL ,2016-11-02, ATL,W,123,42,24,9,11,15
MEM ,2016-11-02, NOP,W,89,52,20,5,12,17
NOP ,2016-11-02, MEM,L,83,43,17,9,8,21
NYK ,2016-11-02, HOU,L,99,34,18,6,10,16
OKC ,2016-11-02, LAC,W,85,52,14,4,8,21
PHI ,2016-11-02, CHA,L,93,37,23,2,8,17
PHX ,2016-11-02, POR,W,118,59,15,5,10,12
POR ,2016-11-02, PHX,L,115,53,25,8,8,14
TOR ,2016-11-02, WAS,W,113,31,21,2,16,13
UTA ,2016-11-02, DAL,W,97,41,18,3,6,12
WAS ,2016-11-02, TOR,L,103,36,21,5,8,20
BOS ,2016-11-03, CLE,L,122,39,25,6,4,8
CLE ,2016-11-03, BOS,W,128,42,24,6,6,8
DEN ,2016-11-03, MIN,W,102,44,24,2,10,20
GSW ,2016-11-03, OKC,W,122,46,27,14,9,15
IND ,2016-11-03, MIL,L,107,32,29,4,14,21
MIL ,2016-11-03, IND,W,125,41,32,6,10,21
MIN ,2016-11-03, DEN,L,99,43,20,4,8,16
OKC ,2016-11-03, GSW,L,96,41,20,6,8,16
ORL ,2016-11-03, SAC,W,102,44,24,4,5,14
SAC ,2016-11-03, ORL,L,94,39,17,1,8,14
ATL ,2016-11-04, WAS,L,92,47,22,3,12,18
BKN ,2016-11-04, CHA,L,95,46,20,4,12,15
CHA ,2016-11-04, BKN,W,99,49,24,3,7,16
CHI ,2016-11-04, NYK,L,104,42,15,4,4,12
DAL ,2016-11-04, POR,L,95,44,18,3,5,12
GSW ,2016-11-04, LAL,L,97,40,26,3,13,20
LAC ,2016-11-04, MEM,W,99,47,19,6,17,11
LAL ,2016-11-04, GSW,W,117,51,26,5,9,16
MEM ,2016-11-04, LAC,L,88,48,26,9,4,18
NOP ,2016-11-04, PHX,L,111,43,28,13,7,8
NYK ,2016-11-04, CHI,W,117,40,32,2,7,5
PHX ,2016-11-04, NOP,W,112,59,18,2,7,15
POR ,2016-11-04, DAL,W,105,42,21,3,9,14
SAS ,2016-11-04, UTA,W,100,49,17,8,9,11
TOR ,2016-11-04, MIA,W,96,50,14,5,7,15
UTA ,2016-11-04, SAS,L,86,42,15,4,7,12
WAS ,2016-11-04, ATL,W,95,46,13,3,7,19
ATL ,2016-11-05, HOU,W,112,44,29,6,17,19
CLE ,2016-11-05, PHI,W,102,49,23,5,10,16
DEN ,2016-11-05, DET,L,86,48,15,2,8,16
DET ,2016-11-05, DEN,W,103,47,22,9,9,13
HOU ,2016-11-05, ATL,L,97,43,22,7,9,26
LAC ,2016-11-05, SAS,W,116,41,24,6,8,8
MIL ,2016-11-05, SAC,W,117,53,28,10,12,15
MIN ,2016-11-05, OKC,L,92,41,12,8,7,17
OKC ,2016-11-05, MIN,W,112,41,24,9,9,12
ORL ,2016-11-05, WAS,W,88,43,21,6,4,8
PHI ,2016-11-05, CLE,L,101,45,21,9,9,17
SAC ,2016-11-05, MIL,L,91,36,27,3,8,14
SAS ,2016-11-05, LAC,L,92,40,19,5,5,15
WAS ,2016-11-05, ORL,L,86,49,11,5,4,10
BOS ,2016-11-06, DEN,L,107,39,31,4,3,11
DAL ,2016-11-06, MIL,W,86,46,14,2,12,15
DEN ,2016-11-06, BOS,W,123,47,21,6,7,17
LAL ,2016-11-06, PHX,W,119,53,22,5,8,19
MEM ,2016-11-06, POR,L,94,44,15,5,9,13
MIL ,2016-11-06, DAL,L,75,51,14,2,11,27
NYK ,2016-11-06, UTA,L,109,39,18,5,8,12
PHX ,2016-11-06, LAL,L,108,40,20,2,8,17
POR ,2016-11-06, MEM,W,100,37,19,5,7,15
SAC ,2016-11-06, TOR,W,96,47,21,5,4,9
TOR ,2016-11-06, SAC,L,91,43,22,5,6,6
UTA ,2016-11-06, NYK,W,114,34,21,4,6,10
CHA ,2016-11-07, IND,W,122,43,30,4,12,11
CHI ,2016-11-07, ORL,W,112,56,26,4,7,8
DET ,2016-11-07, LAC,L,82,39,14,2,5,11
GSW ,2016-11-07, NOP,W,116,38,35,4,14,15
HOU ,2016-11-07, WAS,W,114,37,28,7,6,18
IND ,2016-11-07, CHA,L,100,52,23,4,8,18
LAC ,2016-11-07, DET,W,114,46,28,7,8,10
NOP ,2016-11-07, GSW,L,106,43,26,1,8,19
OKC ,2016-11-07, MIA,W,97,47,24,5,8,16
ORL ,2016-11-07, CHI,L,80,39,28,6,6,14
PHI ,2016-11-07, UTA,L,84,42,16,2,5,18
UTA ,2016-11-07, PHI,W,109,45,20,11,10,10
WAS ,2016-11-07, HOU,L,106,45,20,5,12,13
ATL ,2016-11-08, CLE,W,110,50,22,4,1,19
BKN ,2016-11-08, MIN,W,119,43,20,5,5,20
CLE ,2016-11-08, ATL,L,106,39,21,1,12,6
DAL ,2016-11-08, LAL,W,109,37,24,4,11,11
DEN ,2016-11-08, MEM,L,107,39,24,4,6,22
LAL ,2016-11-08, DAL,L,97,37,20,1,6,16
MEM ,2016-11-08, DEN,W,108,32,29,5,14,14
MIN ,2016-11-08, BKN,L,110,41,20,3,11,16
NOP ,2016-11-08, SAC,L,94,40,23,9,5,10
PHX ,2016-11-08, POR,L,121,41,18,2,10,16
POR ,2016-11-08, PHX,W,124,35,22,4,5,20
SAC ,2016-11-08, NOP,W,102,39,24,5,7,10
ATL ,2016-11-09, CHI,W,115,48,24,7,8,21
BKN ,2016-11-09, NYK,L,96,40,19,4,9,18
BOS ,2016-11-09, WAS,L,93,31,21,4,5,11
CHA ,2016-11-09, UTA,W,104,37,24,3,8,8
CHI ,2016-11-09, ATL,L,107,31,24,3,14,13
DAL ,2016-11-09, GSW,L,95,42,20,2,10,7
DET ,2016-11-09, PHX,L,100,41,20,5,11,11
GSW ,2016-11-09, DAL,W,116,39,33,5,3,15
HOU ,2016-11-09, SAS,W,101,45,25,4,7,19
IND ,2016-11-09, PHI,W,122,43,25,6,9,16
LAC ,2016-11-09, POR,W,111,55,24,7,9,7
MIN ,2016-11-09, ORL,W,123,45,27,5,8,6
NYK ,2016-11-09, BKN,W,110,50,25,5,11,14
OKC ,2016-11-09, TOR,L,102,39,18,5,6,19
ORL ,2016-11-09, MIN,L,107,39,20,5,2,9
PHI ,2016-11-09, IND,L,115,43,23,6,11,17
PHX ,2016-11-09, DET,W,107,49,20,6,7,17
POR ,2016-11-09, LAC,L,80,47,16,3,4,14
SAS ,2016-11-09, HOU,L,99,39,22,5,14,10
TOR ,2016-11-09, OKC,W,112,35,25,6,10,11
UTA ,2016-11-09, CHA,L,98,46,24,6,5,12
WAS ,2016-11-09, BOS,W,118,54,29,7,9,11
CHI ,2016-11-10, MIA,W,98,48,18,2,7,10
DEN ,2016-11-10, GSW,L,101,44,26,3,7,18
GSW ,2016-11-10, DEN,W,125,44,33,6,15,15
LAL ,2016-11-10, SAC,W,101,42,18,2,8,21
MIL ,2016-11-10, NOP,L,106,48,23,5,4,11
NOP ,2016-11-10, MIL,W,112,47,22,7,9,10
SAC ,2016-11-10, LAL,L,91,43,18,3,13,15
BOS ,2016-11-11, NYK,W,115,53,23,3,16,15
CHA ,2016-11-11, TOR,L,111,57,22,4,1,11
CLE ,2016-11-11, WAS,W,105,47,16,6,9,15
DET ,2016-11-11, SAS,L,86,42,14,4,2,11
IND ,2016-11-11, PHI,L,105,40,23,3,14,13
LAC ,2016-11-11, OKC,W,110,45,18,3,9,10
NYK ,2016-11-11, BOS,L,87,57,19,11,7,25
OKC ,2016-11-11, LAC,L,108,45,21,1,3,16
ORL ,2016-11-11, UTA,L,74,43,13,6,11,12
PHI ,2016-11-11, IND,W,109,54,24,6,7,19
POR ,2016-11-11, SAC,W,122,36,29,4,8,11
SAC ,2016-11-11, POR,L,120,48,18,3,7,15
SAS ,2016-11-11, DET,W,96,45,24,2,8,8
TOR ,2016-11-11, CHA,W,113,45,18,5,8,5
UTA ,2016-11-11, ORL,W,87,52,19,7,9,15
WAS ,2016-11-11, CLE,L,94,46,16,5,7,15
ATL ,2016-11-12, PHI,W,117,52,31,6,10,16
BKN ,2016-11-12, PHX,W,122,55,22,10,6,17
BOS ,2016-11-12, IND,W,105,47,22,7,7,13
CHI ,2016-11-12, WAS,W,106,52,21,6,7,10
DEN ,2016-11-12, DET,L,95,42,15,4,6,15
DET ,2016-11-12, DEN,W,106,37,23,1,11,9
HOU ,2016-11-12, SAS,L,100,46,22,4,6,14
IND ,2016-11-12, BOS,L,99,40,17,9,9,13
LAC ,2016-11-12, MIN,W,119,42,25,4,7,14
LAL ,2016-11-12, NOP,W,126,47,36,5,8,10
MEM ,2016-11-12, MIL,L,96,32,20,4,8,13
MIL ,2016-11-12, MEM,W,106,35,20,5,9,12
MIN ,2016-11-12, LAC,L,105,39,26,3,11,13
NOP ,2016-11-12, LAL,L,99,42,20,5,4,10
NYK ,2016-11-12, TOR,L,107,49,19,2,3,16
PHI ,2016-11-12, ATL,L,96,39,21,4,14,19
PHX ,2016-11-12, BKN,L,104,55,23,3,9,12
SAS ,2016-11-12, HOU,W,106,35,21,11,6,10
TOR ,2016-11-12, NYK,W,118,44,18,6,10,11
UTA ,2016-11-12, MIA,W,102,45,12,4,5,9
WAS ,2016-11-12, CHI,L,95,49,19,7,3,12
CHA ,2016-11-13, CLE,L,93,45,23,3,7,5
CLE ,2016-11-13, CHA,W,100,53,25,8,3,9
DEN ,2016-11-13, POR,L,105,59,11,6,4,18
GSW ,2016-11-13, PHX,W,133,43,32,7,8,16
LAL ,2016-11-13, MIN,L,99,39,16,5,6,17
MIN ,2016-11-13, LAL,W,125,44,28,4,10,10
OKC ,2016-11-13, ORL,L,117,42,22,6,4,10
ORL ,2016-11-13, OKC,W,119,38,24,7,4,9
PHX ,2016-11-13, GSW,L,120,38,27,3,10,13
POR ,2016-11-13, DEN,W,112,44,21,8,8,7
BKN ,2016-11-14, LAC,L,95,37,18,2,6,21
BOS ,2016-11-14, NOP,L,105,44,19,0,9,10
