team_id,game_date,vsteam_id,outcome,total_points,total_rebounds,total_assists,total_blocks,total_steals,total_turnovers
WAS ,2016-12-30, BKN,W,118,44,28,7,12,19
CHA ,2016-12-31, CLE,L,109,39,24,7,3,11
CHI ,2016-12-31, MIL,L,96,37,23,5,9,11
CLE ,2016-12-31, CHA,W,121,35,17,1,6,6
HOU ,2016-12-31, NYK,W,129,46,30,2,3,13
LAC ,2016-12-31, OKC,L,88,38,14,4,4,15
MEM ,2016-12-31, SAC,W,112,40,25,3,6,7
MIL ,2016-12-31, CHI,W,116,42,29,8,7,12
NYK ,2016-12-31, HOU,L,122,48,21,3,7,7
OKC ,2016-12-31, LAC,W,114,44,25,6,9,9
PHX ,2016-12-31, UTA,L,86,41,9,2,6,9
SAC ,2016-12-31, MEM,L,98,39,17,3,6,12
UTA ,2016-12-31, PHX,W,91,46,17,4,3,15
ATL ,2017-01-01, SAS,W,114,46,25,6,6,11
DET ,2017-01-01, MIA,W,107,48,16,5,7,12
IND ,2017-01-01, ORL,W,117,46,28,5,5,11
LAL ,2017-01-01, TOR,L,114,43,19,3,8,7
MIA ,2017-01-01, DET,L,98,34,25,4,6,10
MIN ,2017-01-01, POR,L,89,47,21,5,11,16
ORL ,2017-01-01, IND,L,104,42,25,7,6,10
POR ,2017-01-01, MIN,W,95,41,13,8,10,14
SAS ,2017-01-01, ATL,L,112,47,27,6,5,12
TOR ,2017-01-01, LAL,W,123,40,18,9,5,16
BKN ,2017-01-02, UTA,L,89,44,13,5,5,15
CHA ,2017-01-02, CHI,L,111,34,24,3,7,14
CHI ,2017-01-02, CHA,W,118,45,23,9,10,10
CLE ,2017-01-02, NOP,W,90,56,16,4,9,11
DEN ,2017-01-02, GSW,L,119,48,33,2,10,14
GSW ,2017-01-02, DEN,W,127,43,33,2,7,13
HOU ,2017-01-02, WAS,W,101,41,25,9,9,13
LAC ,2017-01-02, PHX,W,109,51,17,11,1,19
MIL ,2017-01-02, OKC,W,98,39,21,4,4,10
NOP ,2017-01-02, CLE,L,82,45,26,6,6,13
NYK ,2017-01-02, ORL,L,103,46,18,5,7,18
OKC ,2017-01-02, MIL,L,94,40,20,5,7,10
ORL ,2017-01-02, NYK,W,115,39,35,4,10,12
PHX ,2017-01-02, LAC,L,98,48,22,4,11,12
UTA ,2017-01-02, BKN,W,101,46,11,5,9,9
WAS ,2017-01-02, HOU,L,91,45,23,2,9,17
BOS ,2017-01-03, UTA,W,115,32,31,6,5,13
DAL ,2017-01-03, WAS,W,113,42,20,3,4,12
DEN ,2017-01-03, SAC,L,113,32,29,4,6,14
DET ,2017-01-03, IND,L,116,42,31,5,5,10
IND ,2017-01-03, DET,W,121,34,26,7,7,11
LAL ,2017-01-03, MEM,W,116,43,34,2,5,9
MEM ,2017-01-03, LAL,L,102,39,18,1,6,10
MIA ,2017-01-03, PHX,L,90,43,18,4,8,12
MIN ,2017-01-03, PHI,L,91,47,20,6,7,17
PHI ,2017-01-03, MIN,W,93,48,19,7,10,16
PHX ,2017-01-03, MIA,W,99,49,21,7,7,18
SAC ,2017-01-03, DEN,W,120,33,26,2,7,8
SAS ,2017-01-03, TOR,W,110,43,32,15,7,15
TOR ,2017-01-03, SAS,L,82,43,8,4,8,12
UTA ,2017-01-03, BOS,L,104,35,27,3,7,10
WAS ,2017-01-03, DAL,L,105,38,27,7,6,9
ATL ,2017-01-04, ORL,W,111,39,27,3,12,12
CHA ,2017-01-04, OKC,W,123,43,25,10,8,11
CLE ,2017-01-04, CHI,L,94,44,13,2,6,15
GSW ,2017-01-04, POR,W,125,39,31,9,14,15
LAC ,2017-01-04, MEM,W,115,45,23,5,5,13
MEM ,2017-01-04, LAC,L,106,43,30,5,6,9
MIA ,2017-01-04, SAC,W,107,39,24,9,8,18
MIL ,2017-01-04, NYK,W,105,42,20,5,7,13
NYK ,2017-01-04, MIL,L,104,46,26,3,9,13
OKC ,2017-01-04, CHA,L,112,51,22,3,6,14
ORL ,2017-01-04, ATL,L,92,40,19,6,9,17
POR ,2017-01-04, GSW,L,117,44,23,5,8,17
SAC ,2017-01-04, MIA,L,102,26,26,3,8,16
ATL ,2017-01-05, NOP,W,99,55,23,6,9,14
BKN ,2017-01-05, IND,L,109,45,22,8,5,13
CHA ,2017-01-05, DET,L,114,49,20,5,4,5
DAL ,2017-01-05, PHX,L,95,31,18,7,6,10
DEN ,2017-01-05, SAS,L,99,38,25,3,7,13
DET ,2017-01-05, CHA,W,115,56,24,6,2,7
HOU ,2017-01-05, OKC,W,118,43,27,3,6,9
IND ,2017-01-05, BKN,W,121,44,23,9,7,6
LAL ,2017-01-05, POR,L,109,40,15,3,7,11
NOP ,2017-01-05, ATL,L,94,52,19,4,8,15
OKC ,2017-01-05, HOU,L,116,54,15,9,6,9
PHX ,2017-01-05, DAL,W,102,53,15,3,4,15
POR ,2017-01-05, LAL,W,118,47,29,5,6,13
SAS ,2017-01-05, DEN,W,127,41,34,8,5,7
TOR ,2017-01-05, UTA,W,101,45,14,6,10,4
UTA ,2017-01-05, TOR,L,93,46,16,4,2,18
BKN ,2017-01-06, CLE,L,108,52,21,1,6,19
BOS ,2017-01-06, PHI,W,110,42,28,11,6,17
CLE ,2017-01-06, BKN,W,116,46,19,3,14,12
GSW ,2017-01-06, MEM,L,119,44,23,5,7,16
HOU ,2017-01-06, ORL,W,100,45,26,1,12,15
LAC ,2017-01-06, SAC,W,106,45,28,5,6,8
LAL ,2017-01-06, MIA,W,127,62,22,2,6,11
MEM ,2017-01-06, GSW,W,128,47,29,0,13,12
MIA ,2017-01-06, LAL,L,100,41,17,7,5,10
MIL ,2017-01-06, NYK,L,111,35,24,11,9,14
MIN ,2017-01-06, WAS,L,105,38,22,2,6,10
NYK ,2017-01-06, MIL,W,116,40,29,6,5,14
ORL ,2017-01-06, HOU,L,93,49,18,2,8,15
PHI ,2017-01-06, BOS,L,106,41,30,11,9,15
SAC ,2017-01-06, LAC,L,98,50,23,3,4,6
WAS ,2017-01-06, MIN,W,112,33,31,7,3,13
ATL ,2017-01-07, DAL,W,97,47,19,1,8,10
BOS ,2017-01-07, NOP,W,117,47,26,5,6,10
CHI ,2017-01-07, TOR,W,123,60,25,2,5,14
DAL ,2017-01-07, ATL,L,82,41,18,3,7,14
DEN ,2017-01-07, OKC,L,106,53,18,4,7,12
IND ,2017-01-07, NYK,W,123,53,25,0,11,19
MIN ,2017-01-07, UTA,L,92,48,23,3,3,15
NOP ,2017-01-07, BOS,L,108,42,22,7,7,11
NYK ,2017-01-07, IND,L,109,32,25,7,9,17
OKC ,2017-01-07, DEN,W,121,49,23,11,8,10
SAS ,2017-01-07, CHA,W,102,43,29,8,9,7
TOR ,2017-01-07, CHI,L,118,41,20,5,11,10
UTA ,2017-01-07, MIN,W,94,39,23,6,12,8
BKN ,2017-01-08, PHI,L,95,40,21,8,6,22
CLE ,2017-01-08, PHX,W,120,38,15,5,8,20
DET ,2017-01-08, POR,W,125,41,19,3,14,9
GSW ,2017-01-08, SAC,W,117,46,33,6,11,17
HOU ,2017-01-08, TOR,W,129,39,27,6,9,15
LAC ,2017-01-08, MIA,W,98,51,27,3,8,11
LAL ,2017-01-08, ORL,W,111,47,23,5,8,13
MEM ,2017-01-08, UTA,W,88,37,19,2,11,13
MIA ,2017-01-08, LAC,L,86,50,14,5,6,15
MIL ,2017-01-08, WAS,L,101,32,25,3,14,16
ORL ,2017-01-08, LAL,L,95,54,24,3,5,18
PHI ,2017-01-08, BKN,W,105,46,19,5,11,13
PHX ,2017-01-08, CLE,L,116,36,23,7,12,14
POR ,2017-01-08, DET,L,124,42,36,5,5,16
SAC ,2017-01-08, GSW,L,106,31,21,5,13,18
TOR ,2017-01-08, HOU,L,122,39,19,3,7,17
UTA ,2017-01-08, MEM,L,79,43,14,3,8,17
WAS ,2017-01-08, MIL,W,107,49,23,4,10,19
CHI ,2017-01-09, OKC,L,94,38,18,2,7,11
DAL ,2017-01-09, MIN,L,92,25,24,2,3,14
MIN ,2017-01-09, DAL,W,101,42,30,4,11,18
NOP ,2017-01-09, NYK,W,110,39,24,7,11,8
NYK ,2017-01-09, NOP,L,96,45,17,4,5,14
OKC ,2017-01-09, CHI,W,109,42,30,5,5,12
ATL ,2017-01-10, BKN,W,117,53,25,12,11,12
BKN ,2017-01-10, ATL,L,97,48,22,4,5,17
BOS ,2017-01-10, TOR,L,106,33,21,3,7,14
CHI ,2017-01-10, WAS,L,99,44,19,2,10,17
CLE ,2017-01-10, UTA,L,92,42,15,2,6,16
DET ,2017-01-10, SAC,L,94,35,14,9,12,12
GSW ,2017-01-10, MIA,W,107,48,28,7,6,11
HOU ,2017-01-10, CHA,W,121,44,25,5,8,10
LAL ,2017-01-10, POR,L,87,38,18,5,7,10
MIA ,2017-01-10, GSW,L,95,46,25,4,6,11
MIL ,2017-01-10, SAS,W,109,38,32,6,8,12
POR ,2017-01-10, LAL,W,108,50,25,9,6,11
SAC ,2017-01-10, DET,W,100,45,21,3,6,16
SAS ,2017-01-10, MIL,L,107,41,22,7,5,14
TOR ,2017-01-10, BOS,W,114,50,17,7,9,17
UTA ,2017-01-10, CLE,W,100,46,22,4,8,18
WAS ,2017-01-10, CHI,W,101,42,24,6,8,21
BOS ,2017-01-11, WAS,W,117,45,20,7,5,14
CLE ,2017-01-11, POR,L,86,48,14,4,5,15
HOU ,2017-01-11, MIN,L,105,32,23,4,7,15
LAC ,2017-01-11, ORL,W,105,49,23,5,11,21
MEM ,2017-01-11, OKC,L,95,39,18,5,11,10
MIN ,2017-01-11, HOU,W,119,49,31,9,8,17
NYK ,2017-01-11, PHI,L,97,40,20,8,7,13
OKC ,2017-01-11, MEM,W,103,53,21,4,5,16
ORL ,2017-01-11, LAC,L,96,35,21,3,8,13
PHI ,2017-01-11, NYK,W,98,47,27,1,7,14
POR ,2017-01-11, CLE,W,102,51,29,9,6,9
WAS ,2017-01-11, BOS,L,108,44,28,3,10,7
BKN ,2017-01-12, NOP,L,95,50,22,6,10,16
CHI ,2017-01-12, NYK,L,89,43,20,4,5,12
DAL ,2017-01-12, PHX,W,113,32,29,7,11,9
DEN ,2017-01-12, IND,W,140,47,37,5,10,15
DET ,2017-01-12, GSW,L,107,40,20,4,10,19
GSW ,2017-01-12, DET,W,127,37,39,4,14,18
IND ,2017-01-12, DEN,L,112,34,26,4,9,16
LAL ,2017-01-12, SAS,L,94,29,23,3,6,9
NOP ,2017-01-12, BKN,W,104,50,16,4,12,16
NYK ,2017-01-12, CHI,W,104,48,21,7,3,12
PHX ,2017-01-12, DAL,L,108,47,15,4,2,19
SAS ,2017-01-12, LAL,W,134,46,32,5,5,12
ATL ,2017-01-13, BOS,L,101,43,22,5,5,12
BKN ,2017-01-13, TOR,L,113,35,26,1,5,11
BOS ,2017-01-13, ATL,W,103,43,22,3,7,12
CLE ,2017-01-13, SAC,W,120,39,27,3,11,12
DET ,2017-01-13, UTA,L,77,35,15,4,5,13
HOU ,2017-01-13, MEM,L,105,31,19,2,9,12
MEM ,2017-01-13, HOU,W,110,45,25,3,8,22
MIA ,2017-01-13, MIL,L,108,27,33,8,6,8
MIL ,2017-01-13, MIA,W,116,46,28,6,8,11
MIN ,2017-01-13, OKC,W,96,42,21,6,11,15
OKC ,2017-01-13, MIN,L,86,47,19,2,10,18
ORL ,2017-01-13, POR,W,115,45,21,5,5,15
PHI ,2017-01-13, CHA,W,102,38,26,9,12,20
POR ,2017-01-13, ORL,L,109,43,19,9,6,9
SAC ,2017-01-13, CLE,L,108,42,23,5,7,21
TOR ,2017-01-13, BKN,W,132,49,21,9,7,8
UTA ,2017-01-13, DET,W,110,47,22,6,10,12
CHI ,2017-01-14, NOP,W,107,63,22,6,10,10
LAC ,2017-01-14, LAL,W,113,42,28,6,6,7
LAL ,2017-01-14, LAC,L,97,40,21,2,3,14
NOP ,2017-01-14, CHI,L,99,42,27,6,3,11
ORL ,2017-01-14, UTA,L,107,40,23,2,10,14
PHI ,2017-01-14, WAS,L,93,49,20,2,6,16
PHX ,2017-01-14, SAS,W,108,45,18,0,10,15
SAS ,2017-01-14, PHX,L,105,33,15,1,8,16
UTA ,2017-01-14, ORL,W,114,44,28,2,6,13
WAS ,2017-01-14, PHI,W,109,50,18,2,9,11
ATL ,2017-01-15, MIL,W,111,37,29,4,9,19
BKN ,2017-01-15, HOU,L,112,38,29,5,9,16
CHI ,2017-01-15, MEM,W,108,47,18,5,8,12
DAL ,2017-01-15, MIN,W,98,41,21,8,8,11
DET ,2017-01-15, LAL,W,102,46,24,6,6,7
HOU ,2017-01-15, BKN,W,137,52,30,3,9,13
LAL ,2017-01-15, DET,L,97,50,19,4,2,14
MEM ,2017-01-15, CHI,L,104,50,24,3,6,10
MIL ,2017-01-15, ATL,L,98,36,25,4,11,16
MIN ,2017-01-15, DAL,L,87,44,20,1,7,12
NYK ,2017-01-15, TOR,L,101,41,21,7,7,14
OKC ,2017-01-15, SAC,W,122,44,20,4,14,19
SAC ,2017-01-15, OKC,L,118,44,24,6,13,22
TOR ,2017-01-15, NYK,W,116,42,21,4,9,10
ATL ,2017-01-16, NYK,W,108,36,26,3,11,10
BOS ,2017-01-16, CHA,W,108,44,29,3,6,12
CHA ,2017-01-16, BOS,L,98,42,25,4,4,11
CLE ,2017-01-16, GSW,L,91,35,11,4,7,15
DEN ,2017-01-16, ORL,W,125,39,33,3,11,14
GSW ,2017-01-16, CLE,W,126,58,37,11,10,16
IND ,2017-01-16, NOP,W,98,45,26,6,11,16
LAC ,2017-01-16, OKC,W,120,47,27,5,9,15
MIL ,2017-01-16, PHI,L,104,38,23,5,8,12
NOP ,2017-01-16, IND,L,95,38,18,6,7,14
NYK ,2017-01-16, ATL,L,107,53,21,3,8,18
OKC ,2017-01-16, LAC,L,98,36,18,4,10,15
ORL ,2017-01-16, DEN,L,112,34,28,1,6,14
PHI ,2017-01-16, MIL,W,113,51,25,9,8,18
PHX ,2017-01-16, UTA,L,101,39,13,5,4,9
POR ,2017-01-16, WAS,L,101,45,22,5,6,15
UTA ,2017-01-16, PHX,W,106,46,22,6,4,8
WAS ,2017-01-16, POR,W,120,51,26,5,10,12
BKN ,2017-01-17, TOR,L,109,41,20,6,7,13
CHI ,2017-01-17, DAL,L,98,43,23,3,6,13
DAL ,2017-01-17, CHI,W,99,36,27,2,5,12
DEN ,2017-01-17, LAL,W,127,45,29,9,5,17
HOU ,2017-01-17, MIA,L,103,49,21,3,8,17
LAL ,2017-01-17, DEN,L,121,43,28,5,11,12
MIA ,2017-01-17, HOU,W,109,52,21,1,11,15
MIN ,2017-01-17, SAS,L,114,39,26,6,5,18
SAS ,2017-01-17, MIN,W,122,34,27,3,9,7
TOR ,2017-01-17, BKN,W,119,44,18,6,8,9
ATL ,2017-01-18, DET,L,95,32,22,4,1,12
BOS ,2017-01-18, NYK,L,106,33,25,8,8,3
CHA ,2017-01-18, POR,W,107,51,28,7,11,12
DET ,2017-01-18, ATL,W,118,60,27,0,6,12
GSW ,2017-01-18, OKC,W,121,46,35,8,11,18
HOU ,2017-01-18, MIL,W,111,46,25,12,9,10
IND ,2017-01-18, SAC,W,106,32,22,3,11,14
MEM ,2017-01-18, WAS,L,101,45,20,1,8,12
MIL ,2017-01-18, HOU,L,92,50,26,8,8,18
NOP ,2017-01-18, ORL,W,118,45,28,5,11,8
NYK ,2017-01-18, BOS,W,117,57,27,8,2,14
OKC ,2017-01-18, GSW,L,100,36,23,6,11,18
ORL ,2017-01-18, NOP,L,98,47,18,5,6,18
PHI ,2017-01-18, TOR,W,94,46,20,7,5,22
POR ,2017-01-18, CHA,L,85,50,18,12,10,15
SAC ,2017-01-18, IND,L,100,36,28,5,9,21
TOR ,2017-01-18, PHI,L,89,43,17,2,10,9
WAS ,2017-01-18, MEM,W,104,45,27,3,7,11
CLE ,2017-01-19, PHX,W,118,36,29,6,7,12
DAL ,2017-01-19, MIA,L,95,33,17,3,4,9
DEN ,2017-01-19, SAS,L,104,43,27,7,5,15
LAC ,2017-01-19, MIN,L,101,41,24,6,9,11
MIA ,2017-01-19, DAL,W,99,40,16,1,4,13
MIN ,2017-01-19, LAC,W,104,43,25,2,3,13
NYK ,2017-01-19, WAS,L,110,41,20,4,7,10
PHX ,2017-01-19, CLE,L,103,46,23,4,10,14
SAS ,2017-01-19, DEN,W,118,43,28,5,12,7
WAS ,2017-01-19, NYK,W,113,40,29,5,7,15
ATL ,2017-01-20, CHI,W,102,40,23,3,16,19
BKN ,2017-01-20, NOP,W,143,52,24,6,5,16
CHA ,2017-01-20, TOR,W,113,51,24,4,9,14
CHI ,2017-01-20, ATL,L,93,41,18,5,12,24
DAL ,2017-01-20, UTA,L,107,43,21,2,4,12
GSW ,2017-01-20, HOU,W,125,41,30,7,8,14
HOU ,2017-01-20, GSW,L,108,41,26,3,8,14
IND ,2017-01-20, LAL,L,95,37,24,6,17,20
LAL ,2017-01-20, IND,W,108,51,27,3,15,23
MEM ,2017-01-20, SAC,W,107,58,21,4,6,15
MIL ,2017-01-20, ORL,L,96,40,21,3,6,12
NOP ,2017-01-20, BKN,L,114,47,21,8,8,9
ORL ,2017-01-20, MIL,W,112,53,25,6,9,9
PHI ,2017-01-20, POR,W,93,53,25,8,6,19
POR ,2017-01-20, PHI,L,92,46,16,6,8,13
SAC ,2017-01-20, MEM,L,91,35,18,6,9,10
TOR ,2017-01-20, CHA,L,78,33,10,5,7,12
UTA ,2017-01-20, DAL,W,112,53,17,5,8,14
ATL ,2017-01-21, PHI,W,110,47,24,5,8,13
BKN ,2017-01-21, CHA,L,105,40,30,3,9,12
BOS ,2017-01-21, POR,L,123,47,26,2,6,21
CHA ,2017-01-21, BKN,W,112,46,26,4,7,13
CHI ,2017-01-21, SAC,W,102,48,22,7,7,11
CLE ,2017-01-21, SAS,L,115,47,25,1,7,18
DEN ,2017-01-21, LAC,W,123,45,30,0,4,10
DET ,2017-01-21, WAS,W,113,49,25,4,9,20
HOU ,2017-01-21, MEM,W,119,46,27,6,11,12
IND ,2017-01-21, UTA,L,100,36,17,3,10,16
LAC ,2017-01-21, DEN,L,98,35,23,2,5,7
MEM ,2017-01-21, HOU,L,95,41,19,4,10,12
MIA ,2017-01-21, MIL,W,109,39,18,3,8,11
MIL ,2017-01-21, MIA,L,97,41,17,2,6,11
NYK ,2017-01-21, PHX,L,105,46,20,3,6,12
PHI ,2017-01-21, ATL,L,93,39,27,6,8,22
PHX ,2017-01-21, NYK,W,107,44,15,4,9,13
POR ,2017-01-21, BOS,W,127,37,26,4,12,14
SAC ,2017-01-21, CHI,L,99,40,20,5,7,9
SAS ,2017-01-21, CLE,W,118,46,32,6,6,13
UTA ,2017-01-21, IND,W,109,42,24,3,11,14
WAS ,2017-01-21, DET,L,112,47,23,3,12,11
DAL ,2017-01-22, LAL,W,122,49,27,4,9,10
DEN ,2017-01-22, MIN,L,108,41,26,7,6,17
GSW ,2017-01-22, ORL,W,118,52,27,4,8,18
LAL ,2017-01-22, DAL,L,73,32,11,4,3,17
MIN ,2017-01-22, DEN,W,111,36,29,8,11,14
ORL ,2017-01-22, GSW,L,98,41,25,7,9,12
PHX ,2017-01-22, TOR,W,115,45,20,1,6,15
TOR ,2017-01-22, PHX,L,103,35,19,8,9,9
ATL ,2017-01-23, LAC,L,105,40,28,2,8,8
BKN ,2017-01-23, SAS,L,86,38,14,5,2,16
CHA ,2017-01-23, WAS,L,99,43,24,5,7,8
CLE ,2017-01-23, NOP,L,122,45,24,3,6,11
DET ,2017-01-23, SAC,L,104,38,27,1,8,15
GSW ,2017-01-23, MIA,L,102,43,27,4,9,14
HOU ,2017-01-23, MIL,L,114,28,26,4,11,21
IND ,2017-01-23, NYK,L,103,37,18,4,7,11
LAC ,2017-01-23, ATL,W,115,46,23,8,4,11
MIA ,2017-01-23, GSW,W,105,45,20,4,9,13
MIL ,2017-01-23, HOU,W,127,37,31,6,17,19
NOP ,2017-01-23, CLE,W,124,42,26,11,8,8
NYK ,2017-01-23, IND,W,109,43,19,7,8,14
OKC ,2017-01-23, UTA,W,97,45,17,6,6,10
SAC ,2017-01-23, DET,W,109,43,25,3,10,14
SAS ,2017-01-23, BKN,W,112,50,22,5,7,8
UTA ,2017-01-23, OKC,L,95,42,16,7,10,10
WAS ,2017-01-23, CHA,W,109,47,22,3,5,14
BOS ,2017-01-24, WAS,L,108,32,24,3,10,13
CHI ,2017-01-24, ORL,W,100,44,12,6,13,13
DEN ,2017-01-24, UTA,W,103,43,28,6,7,14
LAC ,2017-01-24, PHI,L,110,46,17,1,4,17
MIN ,2017-01-24, PHX,W,112,42,24,4,8,15
ORL ,2017-01-24, CHI,L,92,48,18,2,7,19
PHI ,2017-01-24, LAC,W,121,38,35,7,8,5
PHX ,2017-01-24, MIN,L,111,44,20,4,7,15
SAS ,2017-01-24, TOR,W,108,36,20,6,7,12
TOR ,2017-01-24, SAS,L,106,45,10,8,9,13
UTA ,2017-01-24, DEN,L,93,40,19,3,6,11
WAS ,2017-01-24, BOS,W,123,43,21,4,7,15
ATL ,2017-01-25, CHI,W,119,39,29,5,5,13
BKN ,2017-01-25, MIA,L,106,33,20,4,3,15
BOS ,2017-01-25, HOU,W,120,48,33,3,10,18
CHA ,2017-01-25, GSW,L,103,43,26,6,6,14
CHI ,2017-01-25, ATL,L,114,41,18,5,6,6
CLE ,2017-01-25, SAC,L,112,47,29,6,9,18
DAL ,2017-01-25, NYK,W,103,36,19,7,10,7
GSW ,2017-01-25, CHA,W,113,41,23,14,7,12
HOU ,2017-01-25, BOS,L,109,30,28,5,8,17
LAL ,2017-01-25, POR,L,98,51,16,9,5,13
MEM ,2017-01-25, TOR,W,101,45,18,7,3,9
MIA ,2017-01-25, BKN,W,109,40,23,6,7,10
MIL ,2017-01-25, PHI,L,109,37,26,4,11,19
NOP ,2017-01-25, OKC,L,105,46,23,9,7,12
NYK ,2017-01-25, DAL,L,95,55,17,2,4,18
OKC ,2017-01-25, NOP,W,114,55,24,11,6,16
PHI ,2017-01-25, MIL,W,114,43,32,4,9,21
POR ,2017-01-25, LAL,W,105,49,17,4,5,11
SAC ,2017-01-25, CLE,W,116,47,29,3,13,11
TOR ,2017-01-25, MEM,L,99,45,16,4,6,8
DAL ,2017-01-26, OKC,L,98,36,17,2,10,12
DEN ,2017-01-26, PHX,W,127,46,29,6,5,12
IND ,2017-01-26, MIN,W,109,44,21,4,7,18
LAL ,2017-01-26, UTA,L,88,48,13,2,5,12
MIN ,2017-01-26, IND,L,103,34,27,5,13,11
OKC ,2017-01-26, DAL,W,109,43,13,2,7,16
PHX ,2017-01-26, DEN,L,120,28,21,2,8,11
UTA ,2017-01-26, LAL,W,96,44,13,6,7,8
ATL ,2017-01-27, WAS,L,86,41,18,8,9,19
BKN ,2017-01-27, CLE,L,116,37,23,2,9,10
BOS ,2017-01-27, ORL,W,128,47,39,5,8,10
CHA ,2017-01-27, NYK,L,107,47,18,4,5,13
CHI ,2017-01-27, MIA,L,88,43,19,9,7,21
CLE ,2017-01-27, BKN,W,124,47,26,5,4,14
HOU ,2017-01-27, PHI,W,123,41,25,4,10,23
IND ,2017-01-27, SAC,W,115,29,19,4,14,10
MEM ,2017-01-27, POR,L,109,42,24,5,6,11
MIA ,2017-01-27, CHI,W,100,40,25,2,14,10
MIL ,2017-01-27, TOR,L,86,43,19,7,6,19
NOP ,2017-01-27, SAS,W,119,53,29,6,8,14
NYK ,2017-01-27, CHA,W,110,48,22,9,8,10
ORL ,2017-01-27, BOS,L,98,38,29,2,7,11
PHI ,2017-01-27, HOU,L,118,29,29,6,14,22
POR ,2017-01-27, MEM,W,112,33,24,3,2,12
SAC ,2017-01-27, IND,L,111,43,22,1,7,19
SAS ,2017-01-27, NOP,L,103,44,20,4,10,12
TOR ,2017-01-27, MIL,W,102,47,20,10,9,14
WAS ,2017-01-27, ATL,W,112,52,26,10,12,18
BKN ,2017-01-28, MIN,L,109,40,20,6,6,14
BOS ,2017-01-28, MIL,W,112,44,26,7,6,13
CHA ,2017-01-28, SAC,L,106,34,24,7,4,11
DEN ,2017-01-28, PHX,W,123,48,17,3,7,14
DET ,2017-01-28, MIA,L,103,42,11,3,6,12
GSW ,2017-01-28, LAC,W,144,48,35,7,9,11
LAC ,2017-01-28, GSW,L,98,32,24,2,7,14
MEM ,2017-01-28, UTA,W,102,31,13,1,8,7
MIA ,2017-01-28, DET,W,116,38,18,6,6,11
MIL ,2017-01-28, BOS,L,108,47,23,6,6,15
MIN ,2017-01-28, BKN,W,129,49,27,8,8,11
PHX ,2017-01-28, DEN,L,112,43,20,3,9,10
SAC ,2017-01-28, CHA,W,109,38,27,5,6,9
UTA ,2017-01-28, MEM,L,95,31,19,4,3,13
ATL ,2017-01-29, NYK,W,142,64,36,2,4,14
CHI ,2017-01-29, PHI,W,121,49,29,5,8,10
CLE ,2017-01-29, OKC,W,107,51,22,6,9,10
DAL ,2017-01-29, SAS,W,105,41,20,5,6,6
GSW ,2017-01-29, POR,W,113,39,28,6,13,18
HOU ,2017-01-29, IND,L,101,41,21,6,7,15
IND ,2017-01-29, HOU,W,120,42,28,7,9,10
NOP ,2017-01-29, WAS,L,94,42,25,3,8,14
NYK ,2017-01-29, ATL,L,139,63,32,11,9,12
OKC ,2017-01-29, CLE,L,91,55,20,4,5,16
ORL ,2017-01-29, TOR,W,114,36,25,6,6,12
PHI ,2017-01-29, CHI,L,108,43,26,8,8,12
POR ,2017-01-29, GSW,L,111,42,26,2,11,18
SAS ,2017-01-29, DAL,L,101,45,26,4,2,11
TOR ,2017-01-29, ORL,L,113,40,19,3,8,11
WAS ,2017-01-29, NOP,W,107,45,28,3,9,10
BKN ,2017-01-30, MIA,L,96,53,16,4,7,16
BOS ,2017-01-30, DET,W,113,44,23,5,6,9
CLE ,2017-01-30, DAL,L,97,42,17,3,6,17
DAL ,2017-01-30, CLE,W,104,40,19,2,11,9
DET ,2017-01-30, BOS,L,109,51,18,7,6,7
MEM ,2017-01-30, PHX,W,115,44,25,2,13,17
MIA ,2017-01-30, BKN,W,104,34,22,8,9,11
MIN ,2017-01-30, ORL,W,111,50,29,11,3,11
ORL ,2017-01-30, MIN,L,105,48,22,3,7,11
PHI ,2017-01-30, SAC,W,122,29,32,2,13,14
PHX ,2017-01-30, MEM,L,96,42,11,8,8,17
SAC ,2017-01-30, PHI,L,119,33,31,3,7,20
CHA ,2017-01-31, POR,L,98,42,20,6,3,9
DEN ,2017-01-31, LAL,L,116,51,26,5,12,11
HOU ,2017-01-31, SAC,W,105,60,28,4,4,14
LAL ,2017-01-31, DEN,W,120,44,25,10,7,15
NOP ,2017-01-31, TOR,L,106,47,17,7,11,11
NYK ,2017-01-31, WAS,L,101,51,18,2,8,12
OKC ,2017-01-31, SAS,L,94,50,21,7,12,20
POR ,2017-01-31, CHA,W,115,51,23,2,8,8
SAC ,2017-01-31, HOU,L,83,45,22,7,9,11
SAS ,2017-01-31, OKC,W,108,50,16,13,12,17
TOR ,2017-01-31, NOP,W,108,54,19,6,5,14
WAS ,2017-01-31, NYK,W,117,46,27,4,4,12
ATL ,2017-02-01, MIA,L,93,43,13,6,10,15
BKN ,2017-02-01, NYK,L,90,49,17,7,4,20
BOS ,2017-02-01, TOR,W,109,39,24,2,6,9
CHA ,2017-02-01, GSW,L,111,45,33,3,4,10
CHI ,2017-02-01, OKC,W,128,42,25,2,7,9
CLE ,2017-02-01, MIN,W,125,48,37,10,10,10
DAL ,2017-02-01, PHI,W,113,51,22,4,10,11
DEN ,2017-02-01, MEM,L,99,45,25,2,7,17
DET ,2017-02-01, NOP,W,118,42,28,0,9,10
GSW ,2017-02-01, CHA,W,126,47,35,13,9,10
IND ,2017-02-01, ORL,W,98,38,25,1,5,17
LAC ,2017-02-01, PHX,W,124,46,20,8,9,10
